,Year,warstds,eu_nama_aux_pem_POP,gle_rgdpc,ross_oil_netexpc,p_polity,al_ethnic,al_religion,imf_gdpgr,une_gerst
587,2004,0,3803.04,3929.3301,0,6,0.632904,0.6626102,12.267,63.58528
588,2005,0,4235.1099,4235.1099,0,6,0.632904,0.6626102,2.492,63.52932
589,2006,0,4626.5,4481.7002,0,6,0.632904,0.6626102,7.073,63.69877
590,2007,0,4645.27,4372.96,0,6,0.632904,0.6626102,5.378,64.84946
591,2008,0,4559.6602,4199.27,0,6,0.632904,0.6626102,3.372,58.06544125
592,2009,0,4700.6299,4291.6699,0,6,0.632904,0.6626102,-1.092,58.32848225
593,2010,0,4741.6299,4272.0098,0,6,0.632904,0.6626102,4.809003789,58.18100937
594,2011,0,4521.29,3988.47,1300.285572,6,0.632904,0.6626102,4.817822675,58.19032589
595,2012,0,9561.528917,9341.114782,1298.330195,6,0.632904,0.6626102,4.816907944,58.27732705
596,2013,0,9627.473882,9402.636852,1313.593146,-2.245115349,-0.18129935,0.417798055,4.826349294,58.30446879
597,2014,0,9626.549212,9403.010984,1308.05235,-2.261608222,-0.176367421,0.41864782,4.819275114,58.32946527
598,2001,0,3931.5,4333.3301,1285.539398,-2.292615415,0.5832,0.6193622,4.829966155,44.66292
599,2002,0,3918.3301,4250,1297.60908,-2.231207564,0.5832,0.6193622,4.826577664,42.92135
600,2003,0,3910.22,4153.8501,1292.320723,-2.281023744,0.5832,0.6193622,4.834893705,48.71601
601,2004,0,3945.8899,4076.9199,1299.647272,-2.193003178,0.5832,0.6193622,4.8277269,38.95706
602,2005,0,4153.8501,4153.8501,1290.85253,-2.229744153,0.5832,0.6193622,4.819018165,47.24409
603,2006,0,4367.4702,4230.77,1288.987168,-2.279360362,0.5832,0.6193622,4.825616226,63.62217
604,2007,0,3793.8201,3571.4299,1287.094139,-2.237711795,0.5832,0.6193622,4.825883888,53.53535
605,2008,0,3456.1899,3183.02,1280.996268,-2.214674933,0.5832,0.6193622,4.817559764,62.86595
606,2009,0,3574.53,3263.55,1283.561961,-2.262334563,0.5832,0.6193622,4.823777495,58.18249142
607,2010,0,3363.4199,3030.3,1291.16167,-2.317939323,0.5832,0.6193622,4.820631586,58.06303271
608,2011,0,3130.47,2761.55,1290.415289,-2.287059686,0.5832,0.6193622,4.82816767,58.07345179
609,2012,0,9630.539725,9408.126567,1311.139311,-2.271492113,0.5832,0.6193622,4.823644246,58.30566112
610,2013,0,9585.308348,9361.72275,1307.247355,-2.200858019,-0.183694158,0.417760751,4.826144915,58.20868532
611,2014,0,9561.196847,9338.44069,1291.940868,-2.297894357,-0.176399363,0.41835771,4.813302459,58.28508502
612,2001,0,1805.47,1990.01,-8.351260682,-6,0.7098,0.3848287,1.967,57.88667699
613,2002,0,1849.13,2005.65,-8.53099258,-5,0.7098,0.3848287,3.112,58.13571228
614,2003,0,1889.09,2006.79,-10.40188338,-5,0.7098,0.3848287,4.726,27.75279
615,2004,0,2027,2094.3101,-13.52946442,-5,0.7098,0.3848287,7.483,30.82256
616,2005,0,2243.4199,2243.4199,-18.90027404,-5,0.7098,0.3848287,8.958,29.49405
617,2006,0,2434.3101,2358.1201,-21.73945529,-5,0.7098,0.3848287,5.818,30.75345
618,2007,0,2540.5601,2391.6299,-22.80878951,2,0.7098,0.3848287,5.537,33.05995
619,2008,0,2662.29,2451.8701,-30.25281648,5,0.7098,0.3848287,4.988,33.46446
620,2009,0,2654.22,2423.3,-16.01893031,5,0.7098,0.3848287,0.361,33.52387
621,2010,0,2759.97,2486.6101,-19.95282602,6,0.7098,0.3848287,2.581,34.07078
622,2011,0,2855.55,2519.03,1287.602521,6,0.7098,0.3848287,3.663,34.93676
623,2012,0,9616.620204,9394.792215,1307.147282,6,0.7098,0.3848287,4.361,36.60088
624,2013,0,9661.556152,9438.066864,1314.324872,-2.307363104,-0.185566754,0.418763495,3.622,58.37002705
625,2014,0,9611.803601,9389.834001,1305.618702,-2.382141893,-0.152758613,0.419058725,4.819578154,58.24125525
626,2001,0,60651.781,66850.867,9194.101363,-10,0.7456,0.095,3.898,82.04147
627,2002,0,64988.25,70489.227,7187.661704,-10,0.7456,0.095,7.183,89.51557
628,2003,0,83858.18,89082.891,9959.617231,-10,0.7456,0.095,3.72,101.21525
629,2004,0,92541.969,95615.039,13981.99021,-10,0.7456,0.095,19.219,110.45305
630,2005,0,97842.602,97842.602,19792.44943,-10,0.7456,0.095,7.493,112.54445
631,2006,0,104343.88,101078.04,24436.09495,-10,0.7456,0.095,26.17,107.30884
632,2007,0,109206.48,102804.82,12519.43796,-10,0.7456,0.095,17.985,91.48614
633,2008,0,98725.18,90922.227,17577.74089,-10,0.7456,0.095,17.663,93.25074
634,2009,0,112560.18,102767.47,11773.31542,-10,0.7456,0.095,11.958,95.78227
635,2010,0,108667.47,97904.789,14410.84701,-10,0.7456,0.095,16.732,104.28967
636,2011,0,104049.44,91787.539,1346.58603,-10,0.7456,0.095,12.962,111.6167
637,2012,0,9751.32823,9522.859788,1335.523173,-10,0.7456,0.095,6.243,58.55076353
638,2013,0,9599.389198,9379.052327,1304.493704,-2.328128318,-0.172891838,0.418609133,4.831274383,58.29904387
639,2014,0,9593.354159,9368.383702,1302.655422,-2.268513202,-0.161216608,0.418569268,4.812744582,58.18916051
640,2001,0,16131.58,17780.35,2562.50945,-10,0.18,0.1270445,0.547,58.28462262
641,2002,0,17415.881,18890.061,2399.185182,-10,0.18,0.1270445,0.128,58.56495896
642,2003,0,18486,19637.75,3012.88037,-10,0.18,0.1270445,7.659,58.54365399
643,2004,0,20090.869,20758.029,3959.600644,-10,0.18,0.1270445,5.268,58.50490578
644,2005,0,22030.52,22030.52,5735.418429,-10,0.18,0.1270445,7.256,89.00676
645,2006,0,21830.91,21147.631,6389.695476,-10,0.18,0.1270445,5.577,58.7340646
646,2007,0,22043.199,20751.039,6289.869891,-10,0.18,0.1270445,5.992,92.55111
647,2008,0,19985.35,18405.77,8286.221382,-10,0.18,0.1270445,8.427,95.41601
648,2009,0,22807.539,20823.279,4212.42913,-10,0.18,0.1270445,1.829,101.12249
649,2010,0,21675.23,19528.471,5713.532799,-10,0.18,0.1270445,7.434,110.21835
650,2011,0,20872.711,18412.93,1339.27647,-10,0.18,0.1270445,8.57,114.13399
651,2012,0,9780.307805,9550.920531,1337.219005,-10,0.18,0.1270445,5.813,114.2756
652,2013,0,9601.71693,9380.008552,1306.545033,-2.297842784,-0.147843289,0.418251288,3.798,58.25084301
653,2014,0,9603.616832,9381.132323,1310.529049,-2.247384108,-0.173542004,0.419314318,4.830118071,58.12816592
654,2001,0,4344.3701,4788.3999,0,-4,0.3874,0.736274,-0.62,43.59747
655,2002,0,3716.6101,4031.21,0,-4,0.3874,0.736274,-7.722,41.58596
656,2003,0,3347.1499,3555.6899,0,-4,0.3874,0.736274,-16.52,38.001
657,2004,0,3584.5901,3703.6201,0,-4,0.3874,0.736274,-6.456,58.21621549
658,2005,0,3477.8799,3477.8799,0,-4,0.3874,0.736274,-7.685,58.05210684
659,2006,0,2296.74,2224.8601,0,-4,0.3874,0.736274,-3.578,58.12675391
660,2007,0,3831.5,3606.8999,0,-4,0.3874,0.736274,-3.347,58.33822127
661,2008,0,3581.8401,3298.74,0,-4,0.3874,0.736274,-16.424,57.98523117
662,2009,0,5121.3999,4675.8398,0,1,0.3874,0.736274,8.19,58.32260955
663,2010,0,9023.0596,8129.3901,0,1,0.3874,0.736274,11.376,58.25244944
664,2011,0,15997.67,14112.4,1320.871244,1,0.3874,0.736274,11.905,58.29075434
665,2012,0,9568.629171,9348.027567,1297.693012,1,0.3874,0.736274,10.565,58.25818385
666,2013,0,9615.531783,9392.629605,1312.10835,-2.41495817,-0.167782724,0.418220675,4.83504476,58.22924302
667,2014,0,9605.717981,9384.211159,1308.376796,-2.347225048,-0.190651748,0.418173047,4.822816249,58.31665151
668,2001,0,1407.28,1551.11,125.7833541,-7,0.539922,0.4309792,3.68,45.58373
669,2002,0,1721.8101,1867.5601,98.38477383,-7,0.539922,0.4309792,5.897,47.44506
670,2003,0,1932.54,2052.95,130.8529623,-7,0.539922,0.4309792,-2.037,63.07115
671,2004,0,2559.3401,2644.3201,132.222961,-7,0.539922,0.4309792,6.903,66.56304
672,2005,0,3855.95,3855.95,203.1849494,-7,0.539922,0.4309792,6.215,70.05328
673,2006,0,3596.8,3484.22,197.9275831,-7,0.539922,0.4309792,5.046,71.09656
674,2007,0,3855.8999,3629.8701,197.7735981,-7,0.539922,0.4309792,5.675,72.20732
675,2008,0,3903.72,3595.1799,206.9240069,-7,0.539922,0.4309792,4.477,72.69195
676,2009,0,4214.1899,3847.5601,120.9873819,-7,0.539922,0.4309792,5.912,72.03238
677,2010,0,4400.8198,3964.95,170.8047472,-7,0.539922,0.4309792,3.44,72.46483
678,2011,0,4284.4199,3779.51,1317.582437,-7,0.539922,0.4309792,4.82049328,73.91929
679,2012,1,9381.664279,9395.433146,1354.697942,-7,0.539922,0.4309792,4.882679827,74.42249
680,2013,0,9660.8264,9437.414634,1316.361248,-2.291353624,-0.148019986,0.417661538,4.828895257,58.29746238
681,2014,0,9628.14751,9405.248079,1308.574096,-2.261991364,-0.173437738,0.418695139,4.820686802,58.24207786
682,2001,0,15573.58,17165.32,4327.387586,-8,0.6252,0.3310381,1.849,58.33593902
683,2002,0,14954.32,16220.14,3867.871523,-8,0.6252,0.3310381,2.433,58.19886428
684,2003,0,16945.391,18001.16,4423.951097,-8,0.6252,0.3310381,8.801,58.26370761
685,2004,0,18324.01,18932.5,6294.914562,-8,0.6252,0.3310381,9.567,58.26262881
686,2005,0,19661.789,19661.789,8812.004413,-8,0.6252,0.3310381,4.855,58.66455339
687,2006,0,21164.199,20501.789,9963.677129,-8,0.6252,0.3310381,9.837,58.63107321
688,2007,0,22273.83,20968.141,11032.45882,-8,0.6252,0.3310381,3.184,58.39230206
689,2008,0,23059.141,21236.609,14116.95149,-8,0.6252,0.3310381,3.192,58.56790754
690,2009,0,21327.699,19472.199,5678.770838,-8,0.6252,0.3310381,-4.804,58.3841645
691,2010,0,21113.58,19022.449,6534.355605,-8,0.6252,0.3310381,1.671,58.35741498
692,2011,0,20310.109,17916.631,1331.689388,-8,0.6252,0.3310381,3.88,58.51701874
693,2012,0,9711.097299,9485.496334,1327.507752,-8,0.6252,0.3310381,4.365,58.49156838
694,2013,0,9603.467898,9380.595363,1305.611193,-2.218773194,-0.179714077,0.418557843,4.819287747,58.34040885
695,2014,0,9652.084258,9428.706631,1312.824792,-2.267352659,-0.183157831,0.417885398,4.825583223,58.35905628
696,2001,0,5748.4502,6335.98,32.05446084,-3,0.0394,0.0103731,4.85,77.45334
697,2002,0,5496.7998,5962.0801,33.20199078,-4,0.0394,0.0103731,1.7,79.29714
698,2003,0,5546.7202,5892.3101,33.20592564,-4,0.0394,0.0103731,5.471,78.94517
699,2004,0,5684.1499,5872.8999,51.69655085,-4,0.0394,0.0103731,5.959,83.01696
700,2005,0,5895.8301,5895.8301,65.12825257,-4,0.0394,0.0103731,4,85.75989
701,2006,0,6242.8501,6047.46,80.94452793,-4,0.0394,0.0103731,5.654,87.17401
702,2007,0,6585.75,6199.6899,118.0304762,-4,0.0394,0.0103731,6.259,90.12191
703,2008,0,6796.4102,6259.2402,126.4568109,-4,0.0394,0.0103731,4.521,91.30909
704,2009,0,6872.6001,6274.6802,79.77498501,-4,0.0394,0.0103731,3.11,89.26985
705,2010,0,7021.3398,6325.9302,161.3986217,-4,0.0394,0.0103731,2.912,89.00623
706,2011,0,6912.2798,6097.6899,1301.724852,-88,0.0394,0.0103731,-1.937,91.08627
707,2012,0,9568.246715,9343.701307,1310.424635,-88,0.0394,0.0103731,3.6,58.27608536
708,2013,0,9630.847931,9409.407391,1310.55411,-2.388818339,-0.17343378,0.417729774,4.821598472,58.35394021
709,2014,0,9631.391496,9407.870412,1306.800317,-2.25826314,-0.188559212,0.418024611,4.832383668,58.4656301
710,2001,0,3733.96,4115.6001,17.41155135,-6,0.183592,0.19788,3.524,87.51559
711,2002,0,3757.8301,4075.9099,17.36530048,-6,0.183592,0.19788,3.186,87.48764
712,2003,0,3825.6899,4064.05,13.56933944,-6,0.183592,0.19788,3.193,87.72487
713,2004,0,3984.54,4116.8501,6.47233362,-6,0.183592,0.19788,4.092,87.64275
714,2005,0,4188.3901,4188.3901,-4.785442799,-3,0.183592,0.19788,4.472,58.32953861
715,2006,0,4366.2202,4229.5601,-5.090392617,-3,0.183592,0.19788,6.844,58.29867323
716,2007,0,4730.48,4453.1802,-7.40043119,-3,0.183592,0.19788,7.088,58.27616948
717,2008,0,5194.27,4783.73,-9.402722062,-3,0.183592,0.19788,7.156,58.57690638
718,2009,0,5203.0801,4750.4102,8.108738551,-3,0.183592,0.19788,4.674,73.67095
719,2010,0,5499.5601,4954.8701,10.2422363,-3,0.183592,0.19788,5.147,75.86258
720,2011,0,5598.2598,4938.5298,1315.293776,-2,0.183592,0.19788,1.776,85.55335
721,2012,0,9570.953099,9348.169607,1301.288303,-88,0.183592,0.19788,2.215,86.30037
722,2013,0,9648.455344,9427.105965,1314.550937,-2.321519986,-0.163980785,0.418841464,2.098,58.20338898
723,2014,0,9657.692933,9434.266524,1311.625731,-2.234052307,-0.179419025,0.417995987,4.821900047,58.58908891
724,2001,0,721.34998,795.08002,0,-1,0.735296,0.6334385,5.998,57.41434551
725,2002,0,773.89001,839.40002,0,-1,0.735296,0.6334385,7.164,57.25654942
726,2003,0,825.32001,876.73999,0,-1,0.735296,0.6334385,6.886,57.57689006
727,2004,0,868.10999,896.94,0,-1,0.735296,0.6334385,7.828,57.36647431
728,2005,0,976.54999,976.54999,0,-1,0.735296,0.6334385,7.37,57.50881171
729,2006,0,1065.22,1031.88,0,-1,0.735296,0.6334385,6.737,57.31208196
730,2007,0,1121.24,1055.51,0,-1,0.735296,0.6334385,7.148,57.61437254
731,2008,0,1209.36,1113.78,0,-1,0.735296,0.6334385,7.437,57.54626763
732,2009,0,1240.89,1132.9399,0,-1,0.735296,0.6334385,6.022,57.43977067
733,2010,0,1327.27,1195.8101,0,-1,0.735296,0.6334385,7.043,31.64522
734,2011,0,1416.3,1249.39,1269.028771,-1,0.735296,0.6334385,6.449,57.72770186
735,2012,0,9559.393201,9339.081088,1297.580094,-1,0.735296,0.6334385,6.933,34.97405
736,2013,0,9668.479579,9445.08632,1317.828345,-2.304888028,-0.164422514,0.417607977,4.821477113,58.42201071
737,2014,0,9562.611186,9338.392972,1299.107386,-2.357445317,-0.175903883,0.418343802,4.82684794,58.16763429
