"pay_attn_pol_cont","int_follow_campg","anything_like_dem_cand","anything_like_rep_cand","approve_congr","things_right_track","feel_dem_cand_cont","feel_rep_cand_cont","how_many_live_hh_cont","better_1y_ago_cont","has_hinsur","favor_aca","afraid_dem_cand","disgust_dem_cand","afraid_rep_cand","disgust_rep_cand","lib_con_scale_cont","incgap_morethan_20y_ago","economy_improved","unempl_improved","speaksmind_dem_cand","speaksmind_rep_cand","soc_spend_favor_cont","def_spend_favor_cont","private_hi_favor_cont","shoud_hard_buy_gun","favor_affirmaction","govt_benefit_all","all_ingovt_corrup","election_makegovt_payattn","global_warming_happen","favor_death_penalty","econ_better_since_2008","relig_important","age_cont","married","schooling_cont","latinx","white","black","both_parents_bornUS","any_grandparent_foreign","rent_home","has_unexp_passap","should_roughup_protestors","justified_useviolence","consider_self_feminist","ppl_easily_offended_nowadays","soc_media_learn_pres","satisfied_life","intvote_beforeelec_2016","vote_pres_2012","vote_pres_2016","swing_2016","swing_2016_2012"
2,1,0,1,0,0,0,75,1,0,1,-1,2,2,-2,-2,-2,1,0,-1,-1,2,-2,3,3,0,-1,0,0,1,0,0,-1,1,32,1,13,0,1,0,1,0,0,1,-1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
0,-1,1,0,0,1,85,30,1,-1,1,1,-2,-2,2,1,0,1,-1,1,0,2,2,0,-3,1,1,0,0,1,1,1,1,0,68,1,13,0,0,0,0,1,0,1,-2,-2,0,1,1,-1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,70,0,0,2,1,1,-1,-2,1,1,2,1,1,1,2,0,1,0,-1,1,1,0,-1,0,1,1,1,0,65,0,14,0,1,0,1,0,0,1,-2,-2,1,0,0,2,"Clinton","Obama","Clinton",0,0
-1,0,1,1,0,0,60,40,1,0,1,-1,-1,-1,0,0,0,1,-1,1,1,2,-3,0,2,0,0,0,0,0,0,1,1,1,58,1,13,0,1,0,1,1,0,1,-1,-2,0,1,1,1,"Trump","Obama","Trump",0,1
-1,0,0,1,0,0,30,85,0,0,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,0,0,1,0,-1,0,-1,1,1,0,-1,1,60,1,13,0,1,0,1,0,0,1,-2,-2,0,1,1,-1,"Trump","Romney","Trump",0,0
0,0,1,0,0,0,70,0,0,1,1,1,-2,-2,2,2,1,1,0,1,1,0,1,-1,-2,1,1,0,0,-1,1,0,-1,0,35,0,13,0,0,1,1,0,0,1,-2,-1,0,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,85,0,1,0,1,1,-2,-2,1,2,0,1,-1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,1,47,0,10,0,0,1,1,0,1,0,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,1,0,1,0,85,0,0,-1,1,-1,-2,-2,2,1,0,1,-1,-1,2,1,-2,0,1,1,-1,0,-1,1,1,0,-1,0,53,0,10,0,1,0,1,1,1,0,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,1,0,0,60,3,0,1,-1,1,1,-2,-1,-1,0,-1,-1,0,2,-1,3,2,1,-1,0,0,1,1,0,0,1,46,1,10,0,1,0,1,0,1,1,-1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
-1,0,0,0,0,0,60,0,0,2,1,1,-1,-1,2,-1,2,1,1,1,1,2,-1,-3,-1,1,0,0,1,0,1,0,0,0,31,0,13,0,1,0,1,0,0,1,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,60,1,1,1,0,1,1,-2,-1,0,1,0,1,-2,2,-1,-1,0,1,-1,0,1,-1,1,0,-1,1,60,1,12,0,1,0,1,0,0,1,0,-2,0,0,1,0,"Trump","Romney","Trump",0,0
-1,0,0,1,0,1,40,80,3,1,1,1,1,-1,-2,-1,0,1,-1,-1,-1,2,0,1,-3,0,-1,1,-1,0,1,0,1,1,39,0,13,0,1,0,1,0,0,0,0,0,0,0,0,1,"Trump","Obama","Clinton",1,0
1,1,1,1,0,1,50,60,1,0,1,1,0,-1,0,-1,-1,1,1,1,0,1,-1,1,0,1,-1,0,1,1,1,0,1,1,71,1,12,0,1,0,1,1,0,1,-1,-2,1,1,1,1,"Trump","Obama","Trump",0,1
1,1,0,0,0,0,3,1,0,-2,1,1,0,2,2,2,-1,1,-1,-1,-2,2,1,0,-3,0,-1,0,1,-1,1,0,1,1,25,0,16,0,1,0,1,0,1,1,-2,-2,0,1,1,-1,"Johnson","Obama","Johnson",0,1
1,1,1,0,0,0,85,0,0,1,1,1,-2,-2,2,2,2,1,1,1,2,2,2,0,-3,1,0,0,-1,0,1,1,1,1,70,0,14,0,1,0,1,0,0,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,0,75,20,0,-1,1,0,-2,-1,1,1,2,1,-1,-1,1,1,0,0,0,1,0,1,0,0,1,1,-1,0,38,0,13,0,1,0,1,0,1,0,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,100,0,2,0,1,1,-2,-2,2,2,-2,1,1,-1,1,-2,0,1,0,1,0,0,0,0,1,0,0,1,79,1,9,0,1,0,1,0,0,0,2,-2,1,1,0,1,"Clinton","Obama","Clinton",0,0
1,1,0,0,1,0,15,50,1,0,1,-1,-1,1,-1,-1,-2,0,-1,-1,-1,1,-2,2,2,1,0,1,-1,1,1,0,1,0,66,1,14,0,1,0,1,0,0,1,0,-2,0,1,1,1,"Trump","Romney","Trump",0,0
2,1,1,0,0,0,70,0,2,0,1,1,-2,-1,1,1,1,1,1,1,2,2,0,-1,-2,0,0,0,-1,0,1,1,1,0,68,1,14,0,1,0,1,0,0,1,-2,-2,0,0,0,1,"Clinton","Obama","Clinton",0,0
1,1,0,0,0,0,50,70,0,-1,0,0,-2,-1,-2,-2,-1,0,-1,-1,-1,1,-2,2,2,0,0,0,-1,1,0,0,-1,1,56,0,8,0,1,1,0,1,0,0,0,0,0,1,0,0,"Trump","Romney","Johnson",1,1
1,1,0,1,0,0,15,70,1,-1,1,-1,1,1,-2,-1,-2,1,-1,-1,-2,2,-2,1,3,0,-1,0,1,0,1,0,-1,0,55,1,13,0,1,0,1,1,0,1,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
-1,-1,0,1,0,0,15,51,1,0,1,0,1,1,-1,0,0,0,-1,0,0,0,0,2,0,0,-1,0,0,-1,1,0,0,0,86,1,9,0,1,0,1,1,0,0,0,-2,1,0,0,-2,"Trump","Romney","Trump",0,0
2,1,1,0,0,0,71,1,1,1,1,1,-2,-1,2,1,0,1,1,1,1,2,0,0,1,0,1,0,1,1,0,0,1,0,57,1,9,0,1,0,1,1,0,1,0,-2,0,1,1,2,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,0,94,0,2,-2,1,1,-1,-1,1,2,2,1,1,-1,1,2,1,0,0,1,0,0,0,-1,1,1,1,0,36,0,11,1,0,0,0,0,1,0,-2,-2,1,0,1,-1,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,1,80,16,3,1,1,1,-2,-1,1,1,1,1,1,1,0,1,0,-1,0,1,0,0,-1,0,1,1,1,1,44,1,14,0,1,0,1,0,0,1,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
0,1,1,0,0,1,70,15,1,1,1,1,-1,-1,0,-1,0,1,-1,1,1,2,0,0,-2,0,0,0,1,0,1,0,1,1,55,1,5,0,0,0,1,1,0,1,0,-2,1,0,0,0,"Clinton","Obama","Clinton",0,0
-1,0,0,0,0,0,30,85,2,0,1,-1,0,-1,-2,-2,0,0,-1,-1,0,0,0,-1,0,1,0,1,1,0,1,1,-1,1,56,0,10,0,1,0,1,0,1,1,2,0,0,0,1,0,"Trump","Romney","Trump",0,0
1,-1,0,0,0,0,60,40,4,-1,1,-1,0,-1,0,-1,0,1,0,0,1,2,0,3,-3,1,0,0,0,-1,1,0,-1,1,57,1,10,1,1,0,1,1,0,1,0,-2,0,0,1,2,"Clinton","Obama","Trump",1,1
0,1,1,0,0,0,85,0,4,1,1,1,-1,-2,2,2,2,1,1,1,0,2,3,0,0,1,1,0,1,1,1,0,1,1,37,1,12,0,1,0,1,0,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,1,1,0,30,60,4,0,1,-1,0,1,-2,-1,0,0,-1,0,-1,2,1,1,3,0,0,1,-1,1,1,1,1,1,45,1,13,0,1,0,1,1,0,0,-1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,0,0,1,0,0,1,77,4,-1,1,-1,1,1,-2,-2,-3,0,0,0,-2,2,-3,3,3,0,-1,0,0,-1,0,0,-1,1,43,1,12,1,1,0,0,1,0,0,-2,-2,0,1,0,0,"Trump","Romney","Trump",0,0
0,1,1,0,0,1,85,0,1,1,1,1,-2,-2,2,2,1,1,1,1,1,1,2,0,0,1,1,1,-1,1,1,1,1,1,37,1,15,0,1,0,1,1,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
0,1,1,0,0,0,90,0,1,0,1,1,-2,-2,2,2,1,1,1,1,0,2,0,0,-1,1,-1,0,-1,0,1,0,1,0,66,1,14,0,1,0,1,1,0,1,-1,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,1,85,1,0,0,1,1,-2,-1,1,1,2,1,-1,1,1,1,0,0,-1,1,0,0,-1,0,1,1,1,1,75,0,9,0,0,1,1,0,0,0,-2,-2,0,0,0,1,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,100,1,0,1,-1,2,2,-2,-2,-1,1,0,0,-2,1,-3,3,3,0,0,0,1,-1,1,0,-1,0,72,0,9,0,1,0,1,0,0,1,2,-2,0,1,0,0,"Trump","Obama","Trump",0,1
0,1,1,0,1,1,100,0,5,2,1,1,-2,-2,2,2,2,0,0,-1,2,2,1,0,0,1,0,0,-2,1,1,0,0,0,26,0,13,1,1,0,0,1,1,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,100,1,-1,1,-1,1,1,-2,-2,-2,1,0,0,-2,2,-2,2,3,-1,-1,1,0,0,0,0,-1,1,63,1,13,0,1,0,1,0,0,1,0,-2,1,1,1,0,"Trump","Romney","Trump",0,0
1,1,0,1,0,1,0,100,0,-2,1,-1,2,2,-2,-1,-2,1,0,0,-2,2,-3,3,0,1,1,0,1,-1,0,0,-1,1,78,1,10,0,1,0,0,0,0,0,2,-2,0,1,0,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,0,85,15,0,0,1,1,-2,-1,1,1,2,1,1,1,1,2,-3,0,0,1,0,0,0,0,1,1,1,0,66,0,13,0,1,0,1,0,0,0,-2,-2,1,1,1,2,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,0,70,15,0,0,1,1,-2,0,1,1,0,1,-1,-1,1,2,0,0,-2,1,0,0,-1,1,1,0,1,1,52,0,9,0,1,0,1,0,0,0,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,0,79,0,0,0,0,0,-2,-1,1,2,0,1,0,-1,1,1,0,0,-1,1,-1,0,0,0,1,0,-1,1,39,0,13,0,1,0,1,0,0,1,-1,-2,1,1,0,-1,"Clinton","Obama","Clinton",0,0
0,0,0,1,0,0,0,60,0,0,1,-1,-1,0,-2,-1,0,1,0,0,-2,2,-3,2,3,1,0,0,-1,0,1,0,-1,1,72,0,11,0,1,0,1,1,0,1,2,-2,1,0,1,0,"Trump","Romney","Trump",0,0
0,0,0,1,0,0,0,85,0,-1,1,-1,2,2,-1,-2,-3,1,-1,-1,-1,2,-1,3,3,-1,0,0,0,0,0,0,0,1,62,0,9,0,1,0,1,0,0,0,1,-2,0,1,0,1,"Trump","Romney","Trump",0,0
0,1,0,0,1,0,17,60,0,-1,1,-1,1,1,-2,-1,0,1,-1,-1,1,1,0,1,1,1,-1,0,-1,0,1,0,0,1,78,0,10,0,1,0,1,1,0,1,0,1,1,0,1,1,"Trump","Romney","Trump",0,0
2,1,0,0,0,0,30,15,1,0,1,1,1,1,1,1,3,1,-1,1,-1,2,0,-1,-1,1,0,0,1,-1,1,1,1,0,33,1,13,0,1,0,1,1,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
-1,1,0,1,0,0,0,90,0,0,1,-1,1,-1,-1,-2,-3,0,-1,0,-2,2,1,1,1,0,-1,0,-1,-1,1,0,-1,1,69,0,11,0,1,0,1,0,0,0,0,-2,1,1,0,0,"Trump","Obama","Trump",0,1
-1,0,1,0,0,0,50,0,1,0,1,-1,-1,0,1,-1,0,-1,-1,-1,0,2,0,0,-2,0,0,0,1,0,0,0,0,0,39,1,9,0,1,0,1,0,0,1,-2,-2,0,1,0,1,"Clinton","Obama","Clinton",0,0
-1,0,0,0,1,0,15,40,1,0,1,0,-2,-1,-1,-1,-2,1,-1,1,0,2,0,0,-1,0,-1,0,1,0,1,0,0,1,50,1,9,0,1,0,1,0,1,0,2,-2,1,1,1,1,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,16,72,1,0,1,-1,1,1,-1,-1,-1,1,-1,-1,-2,2,-1,2,3,0,0,0,0,0,1,0,-1,1,59,1,13,0,1,0,1,0,0,1,-2,-2,1,1,1,1,"Trump","Romney","Trump",0,0
0,0,0,1,0,0,0,90,3,1,1,-1,1,2,-2,-1,-2,1,-1,1,-1,2,0,1,0,0,0,0,1,-1,1,0,1,1,35,1,12,0,1,0,1,0,0,0,1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
0,0,0,0,0,0,31,1,0,2,0,1,-2,-1,-1,2,3,1,-1,1,-2,2,3,-3,-3,1,1,0,1,-1,1,1,0,0,22,0,13,0,0,1,1,1,1,1,-2,-2,1,0,1,-1,"Clinton","Obama","Clinton",0,0
0,0,1,0,1,0,85,15,2,1,0,1,-2,-2,1,1,0,1,-1,-1,2,1,0,3,-1,-1,1,1,-1,1,0,1,0,1,29,0,11,0,0,1,0,0,1,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,0,1,0,0,70,3,1,1,-1,1,2,-1,-2,0,1,-1,-1,-2,2,0,0,0,0,0,0,0,0,1,0,0,1,46,1,10,0,1,0,1,1,0,0,0,-2,0,1,1,1,"Trump","Romney","Trump",0,0
-1,0,1,0,0,1,78,1,3,1,1,0,-2,-2,0,1,0,1,1,1,1,2,0,0,-1,1,0,0,0,0,1,0,1,1,37,1,11,0,0,1,0,1,0,1,-1,-2,0,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,98,5,1,1,1,1,-2,-2,2,1,2,1,1,-1,1,2,1,1,-1,0,1,0,0,0,1,0,0,1,57,1,12,1,1,1,0,1,0,0,-2,-2,0,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,60,30,2,1,1,1,-1,-1,1,1,0,1,1,1,0,2,-1,0,2,1,-1,0,-1,0,1,0,1,1,47,1,13,0,1,0,1,0,0,1,-1,-2,0,1,0,1,"Clinton","Obama","Clinton",0,0
1,-1,0,1,0,0,0,30,2,0,1,0,0,2,0,1,-2,1,0,-1,-2,2,-3,0,0,0,0,0,1,-1,1,0,1,1,61,1,10,0,1,0,1,1,0,0,-1,-2,1,1,1,0,"Stein","Romney","Clinton",1,1
2,1,0,1,0,0,0,60,2,-1,1,-1,1,1,-2,-1,-3,1,-1,1,-2,1,-2,2,3,-1,-1,0,1,0,0,0,-1,1,72,1,10,0,1,0,1,1,0,0,0,-2,0,0,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,60,0,1,0,1,0,-2,-2,2,2,2,0,1,1,0,2,0,0,0,1,0,0,0,1,1,1,1,1,57,0,10,0,1,0,1,0,0,0,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,40,60,0,1,1,0,-2,-2,-1,-2,1,1,-1,-1,-1,1,-3,-2,0,-1,-1,0,0,-1,1,0,1,1,58,0,10,0,1,0,1,1,0,1,0,-2,0,1,1,0,"Trump","Obama","Trump",0,1
1,1,1,0,0,1,70,1,0,0,1,1,-2,-2,2,2,2,1,-1,1,1,0,2,-2,-3,1,1,1,-1,0,1,1,1,0,71,1,14,0,1,0,1,0,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
0,0,0,1,1,0,0,85,1,0,1,-1,2,2,-1,-2,0,1,0,-1,-2,2,-3,0,0,0,0,0,0,0,1,0,-1,1,63,1,10,0,1,0,1,0,0,1,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,85,0,0,0,1,1,-2,-1,-1,1,1,1,1,1,1,1,0,3,0,1,-1,0,0,1,1,0,1,1,68,0,10,0,1,1,1,0,0,1,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
1,0,0,0,0,0,15,60,1,0,1,-1,2,1,0,-1,-2,1,-1,1,-1,2,-1,1,2,0,-1,0,0,0,1,0,1,0,70,1,14,0,1,0,1,1,0,1,0,-2,0,1,0,1,"Trump","Romney","Trump",0,0
1,1,0,0,0,0,0,60,4,0,1,-1,2,2,-1,-1,-1,1,-1,-1,0,2,1,0,0,1,-1,0,1,0,1,0,-1,1,35,1,13,0,1,0,1,1,0,1,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,0,1,1,0,0,70,0,0,1,0,1,1,0,-1,-3,1,-1,-1,1,2,0,0,0,0,-1,1,-1,1,1,0,1,1,90,0,10,0,1,0,0,1,0,0,2,-2,0,1,0,1,"Trump","Romney","Trump",0,0
1,0,0,1,0,0,0,70,1,0,1,-1,1,2,-2,-1,-2,0,-1,0,0,1,-3,3,3,0,-1,0,1,-1,1,0,-1,1,53,1,13,0,1,0,1,1,0,1,1,-2,0,1,0,1,"Trump","Romney","Trump",0,0
-1,0,0,0,0,0,60,0,1,0,1,0,-2,-1,2,1,1,1,1,0,0,0,3,1,-3,1,0,0,0,0,1,0,1,1,39,0,10,0,0,1,1,0,1,0,1,-2,0,1,1,-1,"Clinton","Obama","Clinton",0,0
1,0,0,1,0,0,8,59,1,0,1,-1,0,0,-1,-1,-1,1,0,-1,-1,-2,-2,1,2,0,-1,0,0,0,1,0,0,1,66,1,13,0,1,0,1,0,0,0,1,-1,1,0,0,0,"Trump","Romney","Trump",0,0
1,0,0,1,0,0,1,61,0,-2,1,-1,1,1,0,0,-1,1,0,-1,1,2,-3,1,3,1,-1,0,1,0,1,0,-1,0,62,0,14,0,1,0,1,0,0,0,1,-2,0,0,1,-1,"Trump","Romney","Trump",0,0
2,1,1,0,0,0,100,0,0,1,1,1,-2,-2,1,2,-1,1,1,1,2,1,0,0,0,1,0,0,-1,-1,1,1,1,1,81,0,11,0,0,1,1,0,0,0,-2,-2,0,0,0,2,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,60,1,0,1,-1,2,1,-1,0,-2,1,0,0,0,1,0,1,2,0,0,0,1,-1,1,0,-1,1,72,1,13,0,1,0,1,1,0,1,1,-2,1,1,0,0,"Trump","Romney","Trump",0,0
0,1,0,1,0,0,1,85,1,-1,1,0,2,2,-1,-1,0,0,-1,-1,0,1,-3,3,0,0,-1,0,1,-1,0,0,0,0,65,0,9,0,1,0,1,0,0,1,-1,-2,1,1,1,1,"Trump","Romney","Trump",0,0
-1,0,1,0,1,1,85,0,2,0,0,0,-2,-2,-2,2,0,-1,1,-1,2,1,1,0,0,0,-1,0,-2,0,1,0,1,0,35,0,5,0,0,1,1,0,0,0,-2,0,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,100,0,1,0,1,1,-2,-2,2,2,2,1,-1,1,0,2,0,0,0,1,1,0,0,1,1,0,1,0,72,0,13,0,1,0,1,1,0,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,4,100,1,0,1,-1,2,2,-2,-2,-3,1,0,0,-2,2,-3,3,3,0,-1,0,1,0,1,0,-1,1,70,1,9,0,1,0,1,0,0,1,2,-2,0,1,1,2,"Trump","Romney","Trump",0,0
1,1,1,1,0,0,100,0,1,1,1,1,-2,-2,2,2,3,1,1,1,2,2,1,0,-3,1,1,0,0,1,1,1,1,1,79,1,12,0,0,0,0,1,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,1,0,70,0,0,-2,1,1,-1,-2,2,2,0,1,0,-1,1,2,3,0,-3,1,0,0,1,0,1,0,-1,0,57,0,13,0,1,0,1,0,0,0,-2,-2,1,0,0,0,"Clinton","Obama","Clinton",0,0
1,0,0,0,0,0,0,31,2,0,1,-1,1,-1,-2,-1,0,0,0,0,-2,1,-2,0,3,-1,1,0,1,0,1,0,1,0,74,1,15,0,1,0,0,1,0,1,0,-2,0,1,0,0,"Trump","Romney","Trump",0,0
0,0,1,1,0,0,30,70,0,0,1,-1,1,1,-2,-1,-2,1,-1,-1,2,2,-3,1,2,1,-1,0,1,0,0,0,-1,1,52,0,13,0,1,0,1,1,1,1,1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
-1,0,0,0,0,0,41,60,0,0,1,-1,-1,-2,-1,-1,-1,1,-1,-1,-1,2,-1,0,1,1,-1,0,1,0,1,0,0,0,71,0,11,0,1,0,1,0,0,1,-1,-2,1,1,1,1,"Trump","Romney","Trump",0,0
1,0,0,1,1,1,60,30,0,0,1,1,-1,0,1,1,-1,0,-1,1,1,2,0,0,0,1,0,0,-1,0,1,0,0,1,78,0,10,0,1,0,1,1,0,1,0,-2,0,1,1,2,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,70,40,0,1,1,-1,0,0,-2,-1,0,1,-1,-1,2,2,-3,0,3,0,-1,1,0,0,1,0,0,1,57,0,14,0,1,0,1,1,0,1,0,-2,0,1,1,2,"Clinton","Obama","Clinton",0,0
0,0,0,1,0,0,1,62,4,-1,1,-1,2,2,0,0,-1,0,0,0,-1,2,0,0,0,1,-1,0,2,-1,1,0,-1,1,46,1,14,0,1,0,1,0,0,1,0,-2,1,0,1,2,"Trump","Romney","Trump",0,0
-1,0,0,1,0,0,39,46,2,0,1,1,0,0,-1,0,0,1,-1,-1,-1,2,-1,0,3,0,-1,0,1,-1,1,0,-1,0,51,1,13,0,1,0,1,0,0,1,2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
-1,0,0,1,0,0,0,90,4,2,1,-1,-1,2,-2,-2,0,1,-1,1,0,2,0,1,2,0,-1,0,0,0,1,0,-1,1,32,1,14,0,1,0,1,1,0,0,-1,-2,0,1,1,2,"Trump","Romney","Trump",0,0
0,1,0,1,0,0,0,99,1,2,1,1,2,2,-2,-1,-2,0,0,-1,2,2,-2,-2,-2,1,-1,0,1,1,1,0,-1,1,57,0,11,0,1,0,1,1,0,1,2,-2,1,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,70,16,1,-1,1,1,-2,-1,1,1,0,1,1,1,0,2,1,1,-2,1,1,0,-1,0,1,1,-1,0,74,1,14,0,1,0,1,1,0,0,-1,-2,1,1,0,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,30,60,2,0,1,0,0,0,-1,-1,0,1,0,1,-1,1,0,0,1,1,0,0,0,0,1,0,0,1,56,1,13,0,1,0,1,0,0,1,-2,-2,0,1,1,1,"Trump","Obama","Trump",0,1
0,1,1,0,0,0,85,17,0,-1,1,1,-2,-2,2,2,0,1,1,1,2,2,0,1,0,0,0,0,-1,0,1,0,-1,0,68,0,9,0,1,0,1,0,0,0,-1,-2,0,1,0,-1,"Clinton","Obama","Clinton",0,0
0,0,0,0,0,0,2,60,0,-2,1,-1,1,1,-1,-1,-1,0,1,-1,1,2,-1,2,3,0,-1,0,-1,-1,1,0,0,1,26,0,16,0,1,0,1,0,1,1,-2,-2,1,0,1,1,"Trump","Romney","Trump",0,0
0,1,1,0,0,1,100,0,1,-1,1,1,-1,-2,2,2,2,1,1,1,0,0,3,0,-3,1,0,0,0,-1,1,1,1,0,45,1,10,0,1,0,1,0,0,1,-2,-2,1,1,1,0,"Clinton","Obama","Clinton",0,0
0,0,1,1,0,0,15,40,1,0,1,-1,1,1,-1,-1,-2,-1,-1,-1,0,2,-2,1,3,0,-1,0,0,0,0,0,1,1,60,1,16,0,1,0,1,0,0,1,0,-2,0,1,1,1,"Trump","Romney","Trump",0,0
0,1,0,1,1,0,15,85,1,0,1,-1,1,-1,-1,-1,-1,1,0,0,0,2,0,2,-1,0,0,0,0,0,1,0,0,0,64,1,10,0,1,0,1,1,0,1,1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,85,0,1,1,1,1,-2,-2,2,2,2,1,1,1,1,-2,-1,0,0,1,1,1,0,1,1,1,1,1,72,1,14,0,0,1,1,0,0,1,-1,-2,0,1,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,85,1,0,1,-1,1,1,-2,-2,-2,1,1,1,-2,2,-1,2,1,0,-1,0,-1,1,1,0,1,1,72,1,15,0,1,0,1,1,0,1,0,-2,0,1,0,2,"Trump","Romney","Trump",0,0
0,-1,0,1,1,0,30,70,3,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,2,-3,0,3,1,-1,0,0,0,1,1,1,1,37,1,14,0,1,0,1,0,0,0,-1,-2,0,0,1,2,"Trump","Romney","Trump",0,0
0,1,1,0,0,1,85,0,1,1,1,1,-2,-1,2,2,2,1,1,1,1,2,3,0,-2,1,1,0,0,-1,1,1,1,1,68,1,10,0,1,0,1,0,0,0,-2,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,0,85,0,0,1,1,1,-2,-2,1,2,2,1,1,1,0,2,1,-1,1,1,1,0,0,0,1,0,1,0,31,0,14,0,1,0,1,0,1,1,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,60,1,-1,1,-1,1,1,-1,-1,0,1,-1,-1,1,1,2,0,-3,1,-1,0,0,-1,1,0,0,1,60,1,13,0,1,0,1,0,0,0,-2,-2,1,0,1,0,"Trump","Obama","Trump",0,1
1,1,0,0,0,0,60,0,2,1,1,-1,0,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-2,0,-1,0,2,-1,1,1,1,1,51,0,11,0,0,0,0,1,0,1,-1,-2,1,1,1,1,"Stein","Obama","Johnson",1,1
2,1,0,1,0,0,0,100,0,-1,1,-1,2,2,-2,-2,0,1,0,-1,0,2,-2,-1,-2,-1,0,0,1,-1,1,0,0,1,63,1,9,0,1,0,1,0,1,0,1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,0,0,1,1,0,41,99,6,0,1,-1,2,-2,2,-2,0,1,-1,1,-1,2,0,0,-2,-1,-1,0,0,1,1,0,-1,1,32,1,10,0,1,0,1,0,0,0,2,-2,0,0,1,1,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,60,2,0,1,-1,2,2,0,0,-3,0,0,0,-2,2,-3,0,3,-1,-1,0,1,0,1,0,-1,1,36,1,14,0,1,0,0,1,0,1,-1,-2,0,1,0,0,"Trump","Romney","Trump",0,0
-1,0,1,1,0,0,31,78,4,0,1,0,0,-1,-2,-1,-1,0,-1,0,-1,2,-1,0,2,1,-1,1,0,0,1,1,-1,0,39,1,14,0,1,0,0,1,0,1,-2,-2,1,1,1,1,"Trump","Romney","Trump",0,0
-1,0,0,1,1,0,0,100,3,0,1,-1,2,1,-2,-2,-2,1,0,0,1,2,0,2,3,0,0,0,1,-1,1,0,-1,1,41,0,14,0,1,0,1,0,0,0,0,-2,0,1,1,2,"Trump","Romney","Trump",0,0
